CountryCode,Name
th,Nong Bua Lamphu
th,Nakhon Phanom
tj,Khatlon
tj,Sughd
tj,Kuhistoni Badakhshon
tm,Lebap
tm,Balkan
tm,Ahal
tm,Mary
tm,Dashoguz
tn,Madanin
tn,El Kef
tn,Tozeur
tn,Sousse
tn,Gabes
tn,Sfax
tn,Bizerte
tn,Al Munastir
tn,Nabeul
tn,Kasserine
tn,Tataouine
tn,Sidi Bou Zid
tn,Al Mahdia
tn,Jendouba
tn,Ben Arous
tn,Kairouan
tn,Zaghouan
tn,Kebili
tn,Bajah
tn,Siliana
tn,Tunis
to,Tongatapu
to,Ha
to,Vava
tr,Amasya
tr,Hatay
tr,Diyarbakir
tr,Adana
tr,Bolu
tr,Ankara
tr,Konya
tr,Bilecik
tr,Izmir
tr,Tokat
tr,Edirne
tr,Kirsehir
tr,Van
tr,Kastamonu
tr,Sivas
tr,Denizli
tr,Kutahya
tr,Bingol
tr,Kahramanmaras
tr,Sanliurfa
tr,Agri
tr,Eskisehir
tr,Malatya
tr,Adiyaman
tr,Giresun
tr,Mus
tr,Corum
tr,Erzurum
tr,Mersin
tr,Aydin
tr,Nevsehir
tr,Manisa
tr,Canakkale
tr,Ordu
tr,Yozgat
tr,Tunceli
tr,Mardin
tr,Sinop
tr,Antalya
tr,Erzincan
tr,Artvin
tr,Sakarya
tr,Afyonkarahisar
tr,Bursa
tr,Trabzon
tr,Tekirdag
tr,Kilis
tr,Gaziantep
tr,Sirnak
tr,Balikesir
tr,Elazig
tr,Ardahan
tr,Batman
tr,Kayseri
tr,Kocaeli
tr,Samsun
tr,Isparta
tr,Mugla
tr,Bitlis
tr,Rize
tr,Hakkari
tr,Istanbul
tr,Karaman
tr,Igdir
tr,Nigde
tr,Usak
tr,Siirt
tr,Kirklareli
tr,Burdur
tr,Gumushane
tr,Osmaniye
tr,Yalova
tr,Kars
tt,Tobago
tt,Caroni
tt,Saint David
tt,Arima
tt,Saint George
tt,Saint Patrick
tt,Victoria
tt,Nariva
tt,Port-of-Spain
tt,Saint Andrew
tt,Mayaro
tt,San Fernando
tw,T'ai-wan
tw,T'ai-pei
tw,Fu-chien
tw,Kao-hsiung
tz,Tabora
tz,Manyara
tz,Mtwara
tz,Lindi
tz,Ruvuma
tz,Iringa
tz,Tanga
tz,Pemba South
tz,Kagera
tz,Arusha
tz,Mwanza
tz,Kilimanjaro
tz,Pwani
tz,Zanzibar Central
tz,Dodoma
tz,Shinyanga
tz,Zanzibar Urban
tz,Pemba North
tz,Mara
tz,Dar es Salaam
tz,Zanzibar North
tz,Mbeya
tz,Singida
tz,Kigoma
tz,Morogoro
tz,Rukwa
ua,Krym
ua,Odes'ka Oblast'
ua,Kharkivs'ka Oblast'
ua,Poltavs'ka Oblast'
ua,Kyyivs'ka Oblast'
ua,Zakarpats'ka Oblast'
ua,Sums'ka Oblast'
ua,Donets'ka Oblast'
ua,Khersons'ka Oblast'
ua,L'vivs'ka Oblast'
ua,Cherkas'ka Oblast'
ua,Vinnyts'ka Oblast'
ua,Rivnens'ka Oblast'
ua,Khmel'nyts'ka Oblast'
ua,Chernihivs'ka Oblast'
ua,Dnipropetrovs'ka Oblast'
ua,Mykolayivs'ka Oblast'
ua,Ternopil's'ka Oblast'
ua,Zhytomyrs'ka Oblast'
ua,Chernivets'ka Oblast'
ua,Luhans'ka Oblast'
ua,Sevastopol'
ua,Kirovohrads'ka Oblast'
ua,Ivano-Frankivs'ka Oblast'
ua,Zaporiz'ka Oblast'
ua,Volyns'ka Oblast'
ug,Nebbi
ug,Katakwi
ug,Lira
ug,Apac
ug,Kaberamaido
ug,Arua
ug,Soroti
ug,Tororo
ug,Gulu
ug,Pallisa
ug,Pader
ug,Kumi
ug,Adjumani
ug,Kotido
ug,Kitgum
ug,Masindi
ug,Mbarara
ug,Bundibugyo
ug,Nakapiripirit
ug,Moroto
ug,Moyo
ug,Mbale
ug,Yumbe
ug,Kapchorwa
ug,Nakasongola
ug,Mubende
ug,Kisoro
ug,Iganga
ug,Kayunga
ug,Mukono
ug,Mpigi
ug,Kamuli
ug,Luwero
ug,Masaka
ug,Rakai
ug,Kalangala
ug,Kibale
ug,Bugiri
ug,Wakiso
ug,Kiboga
ug,Kampala
ug,Mayuge
ug,Kyenjojo
ug,Rukungiri
ug,Bushenyi
ug,Hoima
ug,Kamwenge
ug,Kabarole
ug,Sironko
ug,Kasese
ug,Sembabule
ug,Jinja
ug,Busia
ug,Ntungamo
ug,Kanungu
us,Alabama
us,Alaska
us,American Samoa
us,Arizona
us,Arkansas
us,California
us,Colorado
us,Connecticut
us,Delaware
us,District of Columbia
us,Florida
us,Georgia
us,Guam
us,Hawaii
us,Idaho
us,Illinois
us,Indiana
us,Iowa
us,Kansas
us,Kentucky
us,Louisiana
us,Maine
us,Marshall Islands
us,Maryland
us,Massachusetts
us,Michigan
us,Federated States of Micronesia
us,Minnesota
us,Mississippi
us,Missouri
us,Montana
us,Nebraska
us,Nevada
us,New Hampshire
us,New Jersey
us,New Mexico
us,New York
us,North Carolina
us,North Dakota
us,Northern Mariana Islands
us,Ohio
us,Oklahoma
us,Oregon
us,Palau
us,Pennsylvania
us,Puerto Rico
us,Rhode Island
us,South Carolina
us,South Dakota
us,Tennessee
us,Texas
us,Utah
us,Vermont
us,Virgin Islands
us,Virginia
us,Washington
us,West Virginia
us,Wisconsin
us,Wyoming
uy,Rocha
uy,Florida
uy,Montevideo
uy,Rivera
uy,Cerro Largo
uy,Tacuarembo
uy,Lavalleja
uy,Treinta y Tres
uy,Soriano
uy,Durazno
uy,Canelones
uy,Flores
uy,Maldonado
uy,Salto
uy,Rio Negro
uy,Artigas
uy,Paysandu
uy,Colonia
uy,San Jose
uz,Khorazm
uz,Qashqadaryo
uz,Samarqand
uz,Andijon
uz,Jizzax
uz,Toshkent
uz,Surkhondaryo
uz,Qoraqalpoghiston
uz,Nawoiy
uz,Namangan
uz,Farghona
uz,Bukhoro
uz,Toshkent
vc,Charlotte
vc,Saint George
vc,Grenadines
vc,Saint Patrick
vc,Saint Andrew
vc,Saint David
ve,Falcon
ve,Apure
ve,Bolivar
ve,Tachira
ve,Miranda
ve,Guarico
ve,Anzoategui
ve,Nueva Esparta
ve,Portuguesa
ve,Sucre
ve,Barinas
ve,Lara
ve,Zulia
ve,Merida
ve,Carabobo
ve,Cojedes
ve,Aragua
ve,Yaracuy
ve,Amazonas
ve,Monagas
ve,Trujillo
ve,Vargas
ve,Delta Amacuro
ve,Distrito Federal
ve,Dependencias Federales
vn,Thanh Hoa
vn,Quang Nam
vn,Son La
vn,Tay Ninh
vn,Thai Binh
vn,Kien Giang
vn,Dong Thap
vn,Soc Trang
vn,Ben Tre
vn,Ho Chi Minh
vn,Tra Vinh
vn,Hai Phong
vn,Cao Bang
vn,An Giang
vn,Nghe An
vn,Gia Lai
vn,Lam Dong
vn,Binh Dinh
vn,Binh Phuoc
vn,Lang Son
vn,Tien Giang
vn,Long An
vn,Ninh Thuan
vn,Quang Ninh
vn,Bac Lieu
vn,Ca Mau
vn,Binh Duong
vn,Binh Thuan
vn,Vinh Long
vn,Dong Nai
vn,Bac Kan
vn,Bac Giang
vn,Thua Thien-Hue
vn,Bac Ninh
vn,Ha Giang
vn,Tuyen Quang
vn,Thai Nguyen
vn,Da Nang
vn,Khanh Hoa
vn,Ba Ria-Vung Tau
vn,Quang Ngai
vn,Ha Nam
vn,Phu Yen
vn,Quang Binh
vn,Phu Tho
vn,Quang Tri
vn,Ha Tinh
vn,Kon Tum
vn,Yen Bai
vn,Ninh Binh
vn,Nam Dinh
vn,Hai Duong
vn,Ha Noi
vn,Hoa Binh
vn,Hung Yen
vn,Vinh Phuc
vu,Sanma
vu,Aoba
vu,Shepherd
vu,Malakula
vu,Pentecote
vu,Torba
vu,Efate
vu,Tafea
vu,Ambrym
vu,Epi
vu,Paama
ye,Lahij
ye,Sa'dah
ye,Al Hudaydah
ye,Ma'rib
ye,Al Bayda'
ye,Dhamar
ye,San'a'
ye,Al Mahrah
ye,Hadramawt
ye,Taizz
ye,Hajjah
ye,Abyan
ye,Ibb
ye,Adan
ye,Al Mahwit
ye,Al Jawf
za,Western Cape
za,Eastern Cape
za,Mpumalanga
za,Free State
za,North-West
za,Limpopo
za,KwaZulu-Natal
za,North-Western Province
za,Gauteng
za,Northern Cape
zm,Southern
zm,North-Western
zm,Northern
zm,Western
zm,Eastern
zm,Copperbelt
zm,Luapula
zm,Central
zm,Lusaka
zw,Matabeleland North
zw,Mashonaland East
zw,Mashonaland Central
zw,Matabeleland South
zw,Masvingo
